date,per,device,type,is_maintenance,month,season,day_of_year,days_since_last_maint
2025-12-25,56.6972151365445,A_2,none,0,12,4,359,2.0
2025-12-26,56.5402830636047,A_2,none,0,12,4,360,3.0
2025-12-27,55.7161752791384,A_2,small,1,12,4,361,0.0
2025-12-28,55.7473550087286,A_2,none,0,12,4,362,1.0
2025-12-29,54.7665616347825,A_2,none,0,12,4,363,2.0
2025-12-30,54.5901030104649,A_2,none,0,12,4,364,3.0
2025-12-31,54.7515495743602,A_2,small,1,12,4,365,0.0
2026-01-01,53.3353564074365,A_2,none,0,1,4,1,1.0
2026-01-02,53.3353564074365,A_2,none,0,1,4,2,2.0
2026-01-03,52.1944578445936,A_2,none,0,1,4,3,3.0
2026-01-04,52.9778224648515,A_2,small,1,1,4,4,0.0
2026-01-05,52.1512434336812,A_2,none,0,1,4,5,1.0
2026-01-06,51.071124354,A_2,none,0,1,4,6,2.0
2026-01-07,50.7750875664753,A_2,none,0,1,4,7,3.0
2026-01-08,49.397792296195,A_2,small,1,1,4,8,0.0
2026-01-09,50.4105091445436,A_2,none,0,1,4,9,1.0
2026-01-10,49.452279051555,A_2,none,0,1,4,10,2.0
2026-01-11,48.6667730019177,A_2,small,1,1,4,11,0.0
2026-01-12,47.8599437545048,A_2,none,0,1,4,12,1.0
2026-01-13,46.840881125255,A_2,none,0,1,4,13,2.0
2026-01-14,46.6333001411396,A_2,small,1,1,4,14,0.0
2026-01-15,47.3927401888407,A_2,none,0,1,4,15,1.0
2026-01-16,46.2560003292748,A_2,none,0,1,4,16,2.0
2026-01-17,45.6532958575635,A_2,none,0,1,4,17,3.0
2026-01-18,44.5705938395641,A_2,none,0,1,4,18,4.0
2026-01-19,44.0914267263421,A_2,small,1,1,4,19,0.0
2026-01-20,43.4058117839297,A_2,none,0,1,4,20,1.0
2026-01-21,42.4324481469892,A_2,none,0,1,4,21,2.0
2026-01-22,41.3768277372598,A_2,none,0,1,4,22,3.0
2026-01-23,41.3775210047059,A_2,small,1,1,4,23,0.0
2026-01-24,39.0148298186648,A_2,none,0,1,4,24,1.0
2026-01-25,39.0148298186648,A_2,none,0,1,4,25,2.0
2026-01-26,39.0148298186648,A_2,none,0,1,4,26,3.0
2026-01-27,38.7864260650012,A_2,none,0,1,4,27,4.0
2026-01-28,37.7231842615249,A_2,small,1,1,4,28,0.0
2026-01-29,59.0624876535503,A_2,large,1,1,4,29,0.0
2026-01-30,59.0624876535503,A_2,none,0,1,4,30,1.0
2026-01-31,58.5310177881975,A_2,small,1,1,4,31,0.0
2026-02-01,57.7792783618164,A_2,none,0,2,4,32,1.0
2026-02-02,57.1150129520636,A_2,none,0,2,4,33,2.0
2026-02-03,56.5536510170677,A_2,small,1,2,4,34,0.0
2026-02-04,56.4804228484353,A_2,none,0,2,4,35,1.0
2026-02-05,55.468202710858,A_2,none,0,2,4,36,2.0
2026-02-06,54.6424647423927,A_2,small,1,2,4,37,0.0
2026-02-07,54.1181525899366,A_2,none,0,2,4,38,1.0
2026-02-08,53.8619889988498,A_2,none,0,2,4,39,2.0
2026-02-09,52.6657685645354,A_2,small,1,2,4,40,0.0
2026-02-10,51.0149663648042,A_2,none,0,2,4,41,1.0
2026-02-11,50.593939432378,A_2,none,0,2,4,42,2.0
2026-02-12,49.2317514301513,A_2,small,1,2,4,43,0.0
2026-02-13,49.2317514301513,A_2,none,0,2,4,44,1.0
2026-02-14,49.2317514301513,A_2,none,0,2,4,45,2.0
2026-02-15,47.8338864646317,A_2,small,1,2,4,46,0.0
2026-02-16,48.0233630754089,A_2,none,0,2,4,47,1.0
2026-02-17,47.7911277693378,A_2,none,0,2,4,48,2.0
2026-02-18,46.878385902022,A_2,small,1,2,4,49,0.0
2026-02-19,45.5045491271877,A_2,none,0,2,4,50,1.0
2026-02-20,45.4386177869355,A_2,none,0,2,4,51,2.0
2026-02-21,44.6393972619002,A_2,none,0,2,4,52,3.0
2026-02-22,44.5137032240989,A_2,small,1,2,4,53,0.0
2026-02-23,43.6984700781422,A_2,none,0,2,4,54,1.0
2026-02-24,42.5596787515118,A_2,none,0,2,4,55,2.0
2026-02-25,41.8630494339935,A_2,none,0,2,4,56,3.0
2026-02-26,41.6310986368324,A_2,none,0,2,4,57,4.0
2026-02-27,40.7800501258607,A_2,small,1,2,4,58,0.0
2026-02-28,41.0846414761383,A_2,none,0,2,4,59,1.0
2026-03-01,39.5632407734403,A_2,none,0,3,1,60,2.0
2026-03-02,41.159457834445,A_2,small,1,3,1,61,0.0
2026-03-03,38.6578820538326,A_2,none,0,3,1,62,1.0
2026-03-04,38.7425391639469,A_2,none,0,3,1,63,2.0
2026-03-05,40.4180870894347,A_2,none,0,3,1,64,3.0
2026-03-06,39.294679133994,A_2,small,1,3,1,65,0.0
2026-03-07,37.4282206294804,A_2,none,0,3,1,66,1.0
2026-03-08,37.8481272146755,A_2,none,0,3,1,67,2.0
2026-03-09,37.7704784950068,A_2,none,0,3,1,68,3.0
2026-03-10,37.3106852838222,A_2,small,1,3,1,69,0.0
2026-03-11,37.2999149742311,A_2,none,0,3,1,70,1.0
2026-03-12,50.6985123086156,A_2,medium,1,3,1,71,0.0
2026-03-13,50.6985123086156,A_2,none,0,3,1,72,1.0
2026-03-14,50.4463199879283,A_2,none,0,3,1,73,2.0
2026-03-15,49.2233397834695,A_2,small,1,3,1,74,0.0
2026-03-16,49.9403843878239,A_2,none,0,3,1,75,1.0
2026-03-17,49.6623775163287,A_2,none,0,3,1,76,2.0
2026-03-18,49.8900192637754,A_2,small,1,3,1,77,0.0
2026-03-19,49.5133019090418,A_2,none,0,3,1,78,1.0
2026-03-20,47.8751894941147,A_2,none,0,3,1,79,2.0
2026-03-21,49.1511998646863,A_2,none,0,3,1,80,3.0
2026-03-22,47.6811344222809,A_2,none,0,3,1,81,4.0
2026-03-23,48.5695147864734,A_2,small,1,3,1,82,0.0
2026-03-24,47.4096337294677,A_2,none,0,3,1,83,1.0
2026-03-25,46.1672523265233,A_2,none,0,3,1,84,2.0
2026-03-26,46.7595724307233,A_2,small,1,3,1,85,0.0
2026-03-27,46.8754384430727,A_2,none,0,3,1,86,1.0
2026-03-28,47.5917557126333,A_2,none,0,3,1,87,2.0
2026-03-29,45.987573213142,A_2,none,0,3,1,88,3.0
2026-03-30,47.2263907786076,A_2,small,1,3,1,89,0.0
2026-03-31,45.8450728462823,A_2,none,0,3,1,90,1.0
2026-04-01,44.3044769541955,A_2,none,0,4,1,91,2.0
2024-04-01,122.058885772436,A_3,none,0,4,1,92,9999.0
2024-04-02,122.058885772436,A_3,none,0,4,1,93,9999.0
2024-04-03,122.058885772436,A_3,small,1,4,1,94,0.0
2024-04-04,122.058885772436,A_3,none,0,4,1,95,1.0
2024-04-05,122.058885772436,A_3,none,0,4,1,96,2.0
2024-04-06,121.973632750581,A_3,none,0,4,1,97,3.0
2024-04-07,120.226156990888,A_3,small,1,4,1,98,0.0
2024-04-08,121.599573105911,A_3,none,0,4,1,99,1.0
2024-04-09,119.683832334401,A_3,none,0,4,1,100,2.0
2024-04-10,120.432310129672,A_3,none,0,4,1,101,3.0
2024-04-11,120.960951517675,A_3,small,1,4,1,102,0.0
2024-04-12,120.036377548342,A_3,none,0,4,1,103,1.0
2024-04-13,118.657317488663,A_3,none,0,4,1,104,2.0
2024-04-14,119.106522629853,A_3,small,1,4,1,105,0.0
2024-04-15,118.651722572258,A_3,none,0,4,1,106,1.0
2024-04-16,117.79413151832,A_3,none,0,4,1,107,2.0
2024-04-17,117.506772382139,A_3,none,0,4,1,108,3.0
2024-04-18,117.506772382139,A_3,small,1,4,1,109,0.0
2024-04-19,117.995942226568,A_3,none,0,4,1,110,1.0
2024-04-20,117.939219719031,A_3,none,0,4,1,111,2.0
2024-04-21,117.8009728005,A_3,none,0,4,1,112,3.0
2024-04-22,116.856205294932,A_3,small,1,4,1,113,0.0
2024-04-23,118.401792222135,A_3,none,0,4,1,114,1.0
2024-04-24,118.401792222135,A_3,none,0,4,1,115,2.0
2024-04-25,116.094442728203,A_3,none,0,4,1,116,3.0
2024-04-26,96.3904844274522,A_3,none,0,4,1,117,4.0
2024-04-27,117.440910042621,A_3,small,1,4,1,118,0.0
2024-04-28,116.169787112572,A_3,none,0,4,1,119,1.0
2024-04-29,116.255006940951,A_3,none,0,4,1,120,2.0
2024-04-30,116.168744549332,A_3,none,0,4,1,121,3.0
2024-05-01,116.168744549332,A_3,none,0,5,1,122,4.0
2024-05-02,116.168744549332,A_3,small,1,5,1,123,0.0
2024-05-03,116.168744549332,A_3,none,0,5,1,124,1.0
2024-05-04,116.168744549332,A_3,none,0,5,1,125,2.0
2024-05-05,116.168744549332,A_3,none,0,5,1,126,3.0
2024-05-06,116.168744549332,A_3,none,0,5,1,127,4.0
2024-05-07,116.168744549332,A_3,small,1,5,1,128,0.0
2024-05-08,116.168744549332,A_3,none,0,5,1,129,1.0
2024-05-09,116.168744549332,A_3,none,0,5,1,130,2.0
2024-05-10,116.168744549332,A_3,none,0,5,1,131,3.0
2024-05-11,116.168744549332,A_3,none,0,5,1,132,4.0
2024-05-12,116.168744549332,A_3,small,1,5,1,133,0.0
2024-05-13,116.168744549332,A_3,none,0,5,1,134,1.0
2024-05-14,116.168744549332,A_3,none,0,5,1,135,2.0
2024-05-15,116.101426597531,A_3,none,0,5,1,136,3.0
2024-05-16,115.872709902291,A_3,none,0,5,1,137,4.0
2024-05-17,116.396709387965,A_3,small,1,5,1,138,0.0
2024-05-18,115.113529346183,A_3,none,0,5,1,139,1.0
2024-05-19,115.219313320367,A_3,none,0,5,1,140,2.0
2024-05-20,114.502620611278,A_3,none,0,5,1,141,3.0
2024-05-21,114.795776384864,A_3,none,0,5,1,142,4.0
2024-05-22,113.749698482632,A_3,small,1,5,1,143,0.0
2024-05-23,113.616045795307,A_3,none,0,5,1,144,1.0
2024-05-24,113.253740780905,A_3,none,0,5,1,145,2.0
2024-05-25,113.602228684506,A_3,none,0,5,1,146,3.0
2024-05-26,113.192546495931,A_3,small,1,5,1,147,0.0
2024-05-27,111.849549097488,A_3,none,0,5,1,148,1.0
2024-05-28,112.814418479529,A_3,none,0,5,1,149,2.0
2024-05-29,111.813872742589,A_3,medium,1,5,1,150,0.0
2024-05-30,111.813872742589,A_3,none,0,5,1,151,1.0
2024-05-31,111.813872742589,A_3,small,1,5,1,152,0.0
2024-06-01,111.813872742589,A_3,none,0,6,2,153,1.0
2024-06-02,120.412456813776,A_3,none,0,6,2,154,2.0
2024-06-03,120.412456813776,A_3,none,0,6,2,155,3.0
2024-06-04,120.412456813776,A_3,none,0,6,2,156,4.0
2024-06-05,120.180457442364,A_3,small,1,6,2,157,0.0
2024-06-06,118.982278822738,A_3,none,0,6,2,158,1.0
2024-06-07,117.961766175316,A_3,none,0,6,2,159,2.0
2024-06-08,120.518286793793,A_3,small,1,6,2,160,0.0
2024-06-09,120.863214035931,A_3,none,0,6,2,161,1.0
2024-06-10,122.538118546312,A_3,none,0,6,2,162,2.0
2024-06-11,121.988821064989,A_3,none,0,6,2,163,3.0
2024-06-12,121.630533590201,A_3,small,1,6,2,164,0.0
2024-06-13,116.445736594308,A_3,none,0,6,2,165,1.0
2024-06-14,118.915815309392,A_3,none,0,6,2,166,2.0
2024-06-15,120.98736856084,A_3,none,0,6,2,167,3.0
2024-06-16,120.000235938895,A_3,small,1,6,2,168,0.0
2024-06-17,118.148098348708,A_3,none,0,6,2,169,1.0
2024-06-18,121.462163937452,A_3,none,0,6,2,170,2.0
2024-06-19,118.974584876438,A_3,none,0,6,2,171,3.0
2024-06-20,117.970695737565,A_3,small,1,6,2,172,0.0
2024-06-21,120.273688978039,A_3,none,0,6,2,173,1.0
2024-06-22,120.174641956688,A_3,none,0,6,2,174,2.0
2024-06-23,119.184354739217,A_3,none,0,6,2,175,3.0
2024-06-24,120.566798667449,A_3,none,0,6,2,176,4.0
2024-06-25,118.425796948962,A_3,small,1,6,2,177,0.0
2024-06-26,118.564476956348,A_3,none,0,6,2,178,1.0
2024-06-27,117.962820305991,A_3,none,0,6,2,179,2.0
2024-06-28,118.896428687582,A_3,none,0,6,2,180,3.0
2024-06-29,116.158373960945,A_3,none,0,6,2,181,4.0
2024-06-30,117.748577681254,A_3,small,1,6,2,182,0.0
2024-07-01,116.341335401166,A_3,none,0,7,2,183,1.0
2024-07-02,119.143140774709,A_3,none,0,7,2,184,2.0
2024-07-03,117.884641857553,A_3,none,0,7,2,185,3.0
2024-07-04,120.385825465254,A_3,none,0,7,2,186,4.0
2024-07-05,120.440779600762,A_3,small,1,7,2,187,0.0
2024-07-06,115.764060889196,A_3,none,0,7,2,188,1.0
2024-07-07,118.765222309841,A_3,none,0,7,2,189,2.0
2024-07-08,117.297842527408,A_3,small,1,7,2,190,0.0
2024-07-09,118.239611496866,A_3,none,0,7,2,191,1.0
2024-07-10,115.631450659195,A_3,none,0,7,2,192,2.0
2024-07-11,114.579474264207,A_3,none,0,7,2,193,3.0
2024-07-12,115.978202012495,A_3,none,0,7,2,194,4.0
2024-07-13,116.174180312539,A_3,small,1,7,2,195,0.0
2024-07-14,118.36842133556,A_3,none,0,7,2,196,1.0
2024-07-15,117.726112032268,A_3,none,0,7,2,197,2.0
2024-07-16,113.503133890994,A_3,small,1,7,2,198,0.0
2024-07-17,112.535294154507,A_3,none,0,7,2,199,1.0
2024-07-18,114.901051156694,A_3,medium,1,7,2,200,0.0
2024-07-19,121.967810433206,A_3,none,0,7,2,201,1.0
2024-07-20,121.967810433206,A_3,small,1,7,2,202,0.0
2024-07-21,122.22658721524,A_3,none,0,7,2,203,1.0
2024-07-22,122.583463226318,A_3,none,0,7,2,204,2.0
2024-07-23,121.216722689951,A_3,none,0,7,2,205,3.0
2024-07-24,125.289684850315,A_3,none,0,7,2,206,4.0
2024-07-25,122.875469731674,A_3,small,1,7,2,207,0.0
2024-07-26,118.277012582774,A_3,none,0,7,2,208,1.0
2024-07-27,118.77949644264,A_3,none,0,7,2,209,2.0
2024-07-28,122.565869350255,A_3,small,1,7,2,210,0.0
2024-07-29,124.198473126266,A_3,none,0,7,2,211,1.0
2024-07-30,118.572090453761,A_3,none,0,7,2,212,2.0
2024-07-31,122.884966892834,A_3,small,1,7,2,213,0.0
2024-08-01,116.811912774971,A_3,none,0,8,2,214,1.0
2024-08-02,124.504261225465,A_3,none,0,8,2,215,2.0
2024-08-03,116.835815543066,A_3,none,0,8,2,216,3.0
2024-08-04,121.035074579208,A_3,none,0,8,2,217,4.0
2024-08-05,115.204557489386,A_3,small,1,8,2,218,0.0
2024-08-06,121.635093064849,A_3,none,0,8,2,219,1.0
2024-08-07,120.630765692829,A_3,none,0,8,2,220,2.0
2024-08-08,117.669006584921,A_3,none,0,8,2,221,3.0
2024-08-09,116.791048937345,A_3,small,1,8,2,222,0.0
2024-08-10,118.91052820796,A_3,none,0,8,2,223,1.0
2024-08-11,122.059184675992,A_3,none,0,8,2,224,2.0
2024-08-12,118.986911599288,A_3,none,0,8,2,225,3.0
2024-08-13,121.417941261401,A_3,small,1,8,2,226,0.0
2024-08-14,113.868349441242,A_3,none,0,8,2,227,1.0
2024-08-15,124.126316757258,A_3,none,0,8,2,228,2.0
2024-08-16,117.453784231402,A_3,none,0,8,2,229,3.0
2024-08-17,120.65443452406,A_3,small,1,8,2,230,0.0
2024-08-18,149.91612171638,A_3,none,0,8,2,231,1.0
2024-08-19,116.787194929141,A_3,none,0,8,2,232,2.0
2024-08-20,116.813288276578,A_3,small,1,8,2,233,0.0
2024-08-21,119.088628337898,A_3,none,0,8,2,234,1.0
2024-08-22,115.371705513329,A_3,none,0,8,2,235,2.0
2024-08-23,116.3063322162,A_3,small,1,8,2,236,0.0
2024-08-24,117.528602139295,A_3,none,0,8,2,237,1.0
2024-08-25,120.49780290824,A_3,none,0,8,2,238,2.0
2024-08-26,113.57314969234,A_3,small,1,8,2,239,0.0
2024-08-27,115.666948277543,A_3,none,0,8,2,240,1.0
2024-08-28,118.137448714188,A_3,none,0,8,2,241,2.0
2024-08-29,114.57309228286,A_3,small,1,8,2,242,0.0
2024-08-30,108.707109528599,A_3,none,0,8,2,243,1.0
2024-08-31,118.960677110643,A_3,none,0,8,2,244,2.0
2024-09-01,117.435629347799,A_3,none,0,9,3,245,3.0
2024-09-02,116.455583673358,A_3,small,1,9,3,246,0.0
2024-09-03,114.082503959637,A_3,none,0,9,3,247,1.0
2024-09-04,114.964615055285,A_3,none,0,9,3,248,2.0
2024-09-05,112.824614372166,A_3,none,0,9,3,249,3.0
2024-09-06,112.154096174607,A_3,none,0,9,3,250,4.0
2024-09-07,110.053017245081,A_3,small,1,9,3,251,0.0
2024-09-08,111.88053088488,A_3,none,0,9,3,252,1.0
2024-09-09,109.180067173461,A_3,none,0,9,3,253,2.0
2024-09-10,110.277726270395,A_3,small,1,9,3,254,0.0
2024-09-11,108.946823479774,A_3,none,0,9,3,255,1.0
2024-09-12,106.282071275176,A_3,none,0,9,3,256,2.0
2024-09-13,104.603696954786,A_3,small,1,9,3,257,0.0
2024-09-14,106.88096738989,A_3,none,0,9,3,258,1.0
2024-09-15,105.90574233131,A_3,none,0,9,3,259,2.0
2024-09-16,104.674993124892,A_3,none,0,9,3,260,3.0
2024-09-17,104.427859822198,A_3,small,1,9,3,261,0.0
2024-09-18,103.924804217031,A_3,none,0,9,3,262,1.0
2024-09-19,104.40146539978,A_3,none,0,9,3,263,2.0
2024-09-20,103.355308766482,A_3,none,0,9,3,264,3.0
2024-09-21,102.690401219859,A_3,none,0,9,3,265,4.0
2024-09-22,101.947749841324,A_3,small,1,9,3,266,0.0
2024-09-23,100.085194022241,A_3,none,0,9,3,267,1.0
2024-09-24,99.2226417158915,A_3,none,0,9,3,268,2.0
2024-09-25,99.7971757511444,A_3,none,0,9,3,269,3.0
2024-09-26,98.5671150722208,A_3,none,0,9,3,270,4.0
2024-09-27,98.2142011263721,A_3,small,1,9,3,271,0.0
2024-09-28,98.4002763490853,A_3,none,0,9,3,272,1.0
2024-09-29,97.3989768214243,A_3,none,0,9,3,273,2.0
2024-09-30,101.315391830259,A_3,medium,1,9,3,274,0.0
2024-10-01,101.315391830259,A_3,small,1,10,3,275,0.0
2024-10-02,101.315391830259,A_3,none,0,10,3,276,1.0
2024-10-03,101.315391830259,A_3,none,0,10,3,277,2.0
2024-10-04,101.315391830259,A_3,none,0,10,3,278,3.0
2024-10-05,101.315391830259,A_3,small,1,10,3,279,0.0
2024-10-06,101.315391830259,A_3,none,0,10,3,280,1.0
2024-10-07,100.717676738253,A_3,none,0,10,3,281,2.0
2024-10-08,100.098938485668,A_3,none,0,10,3,282,3.0
2024-10-09,100.513387833192,A_3,none,0,10,3,283,4.0
2024-10-10,99.8952501299551,A_3,small,1,10,3,284,0.0
2024-10-11,99.6351665374986,A_3,none,0,10,3,285,1.0
2024-10-12,98.1396656311063,A_3,none,0,10,3,286,2.0
2024-10-13,96.6295997464422,A_3,small,1,10,3,287,0.0
2024-10-14,96.2661734588826,A_3,none,0,10,3,288,1.0
2024-10-15,97.0255058419924,A_3,none,0,10,3,289,2.0
2024-10-16,96.4382526077806,A_3,none,0,10,3,290,3.0
2024-10-17,95.8454609684321,A_3,none,0,10,3,291,4.0
2024-10-18,94.5865438668044,A_3,small,1,10,3,292,0.0
2024-10-19,93.1205699130495,A_3,none,0,10,3,293,1.0
2024-10-20,94.3476443934278,A_3,none,0,10,3,294,2.0
2024-10-21,93.1884769643974,A_3,none,0,10,3,295,3.0
2024-10-22,93.1059024146883,A_3,small,1,10,3,296,0.0
2024-10-23,92.5349056511583,A_3,none,0,10,3,297,1.0
2024-10-24,90.8273812851053,A_3,none,0,10,3,298,2.0
2024-10-25,90.4644275641147,A_3,small,1,10,3,299,0.0
2024-10-26,89.8069337380819,A_3,none,0,10,3,300,1.0
2024-10-27,89.7582504091345,A_3,none,0,10,3,301,2.0
2024-10-28,88.4904275714993,A_3,small,1,10,3,302,0.0
2024-10-29,88.2033686584182,A_3,none,0,10,3,303,1.0
2024-10-30,88.0266538469614,A_3,none,0,10,3,304,2.0
2024-10-31,87.2985162815868,A_3,none,0,10,3,305,3.0
2024-11-01,84.9414279911906,A_3,small,1,11,3,306,0.0
2024-11-02,86.7626414035899,A_3,none,0,11,3,307,1.0
2024-11-03,84.0130910478286,A_3,none,0,11,3,308,2.0
2024-11-04,84.8426204204196,A_3,none,0,11,3,309,3.0
2024-11-05,83.6612028487208,A_3,small,1,11,3,310,0.0
2024-11-06,98.131659611231,A_3,none,0,11,3,311,1.0
2024-11-07,82.6452263621326,A_3,none,0,11,3,312,2.0
2024-11-08,81.5131226826976,A_3,none,0,11,3,313,3.0
2024-11-09,81.5670468473151,A_3,small,1,11,3,314,0.0
2024-11-10,81.7048142603484,A_3,none,0,11,3,315,1.0
2024-11-11,79.4848228410589,A_3,none,0,11,3,316,2.0
2024-11-12,81.43594525208,A_3,none,0,11,3,317,3.0
2024-11-13,78.9221632269203,A_3,none,0,11,3,318,4.0
2024-11-14,79.4975846019216,A_3,small,1,11,3,319,0.0
2024-11-15,78.1243862575327,A_3,none,0,11,3,320,1.0
2024-11-16,77.4424769568394,A_3,none,0,11,3,321,2.0
2024-11-17,78.05028355859,A_3,none,0,11,3,322,3.0
2024-11-18,76.7660172111978,A_3,none,0,11,3,323,4.0
2024-11-19,75.9675941172721,A_3,small,1,11,3,324,0.0
2024-11-20,75.1900173325714,A_3,none,0,11,3,325,1.0
2024-11-21,74.4883798331951,A_3,none,0,11,3,326,2.0
2024-11-22,73.1975987036247,A_3,small,1,11,3,327,0.0
2024-11-23,71.9296686549435,A_3,none,0,11,3,328,1.0
2024-11-24,72.4271576257681,A_3,none,0,11,3,329,2.0
2024-11-25,72.3476931033876,A_3,none,0,11,3,330,3.0
2024-11-26,71.2153605581311,A_3,small,1,11,3,331,0.0
2024-11-27,71.3350457727198,A_3,none,0,11,3,332,1.0
2024-11-28,70.8485641298041,A_3,none,0,11,3,333,2.0
2024-11-29,71.190037999353,A_3,small,1,11,3,334,0.0
2024-11-30,92.1919565149724,A_3,medium,1,11,3,335,0.0
2024-12-01,92.1919565149724,A_3,none,0,12,4,336,1.0
2024-12-02,91.5959161961871,A_3,small,1,12,4,337,0.0
2024-12-03,90.6803524448526,A_3,none,0,12,4,338,1.0
2024-12-04,90.0460179429202,A_3,none,0,12,4,339,2.0
2024-12-05,90.0901022866078,A_3,small,1,12,4,340,0.0
2024-12-06,89.0287072314648,A_3,none,0,12,4,341,1.0
2024-12-07,87.7774180110858,A_3,none,0,12,4,342,2.0
2024-12-08,87.5504915005941,A_3,small,1,12,4,343,0.0
2024-12-09,86.8383651338341,A_3,none,0,12,4,344,1.0
2024-12-10,86.5005327194177,A_3,none,0,12,4,345,2.0
2024-12-11,85.6024247606316,A_3,none,0,12,4,346,3.0
2024-12-12,85.5760516197181,A_3,small,1,12,4,347,0.0
2024-12-13,84.1703177963175,A_3,none,0,12,4,348,1.0
2024-12-14,84.6960832289034,A_3,none,0,12,4,349,2.0
2024-12-15,83.9724282088676,A_3,small,1,12,4,350,0.0
2024-12-16,82.9631668747969,A_3,none,0,12,4,351,1.0
2024-12-17,82.0958723890679,A_3,none,0,12,4,352,2.0
2024-12-18,81.658198604847,A_3,none,0,12,4,353,3.0
2024-12-19,81.100044773941,A_3,small,1,12,4,354,0.0
2024-12-20,81.4019681857263,A_3,none,0,12,4,355,1.0
2024-12-21,80.28986514933,A_3,none,0,12,4,356,2.0
2024-12-22,80.1772507161321,A_3,none,0,12,4,357,3.0
2024-12-23,79.7641400437092,A_3,small,1,12,4,358,0.0
2024-12-24,79.4691798836024,A_3,none,0,12,4,359,1.0
2024-12-25,78.6758722791105,A_3,none,0,12,4,360,2.0
2024-12-26,77.9094450923079,A_3,none,0,12,4,361,3.0
2024-12-27,77.9863883882035,A_3,none,0,12,4,362,4.0
2024-12-28,76.4051768619428,A_3,small,1,12,4,363,0.0
2024-12-29,76.1252025697641,A_3,none,0,12,4,364,1.0
2024-12-30,75.2803451352655,A_3,none,0,12,4,365,2.0
2024-12-31,76.0913432444534,A_3,none,0,12,4,366,3.0
2025-01-01,74.8837372336281,A_3,small,1,1,4,1,0.0
2025-01-02,74.5412750030395,A_3,none,0,1,4,2,1.0
2025-01-03,72.9132941213756,A_3,none,0,1,4,3,2.0
2025-01-04,73.1011780189813,A_3,none,0,1,4,4,3.0
2025-01-05,71.9193757663107,A_3,none,0,1,4,5,4.0
2025-01-06,71.8583897593795,A_3,small,1,1,4,6,0.0
2025-01-07,71.97944111899,A_3,none,0,1,4,7,1.0
2025-01-08,71.4121875722366,A_3,none,0,1,4,8,2.0
2025-01-09,70.1534407435215,A_3,none,0,1,4,9,3.0
2025-01-10,70.1534407435215,A_3,small,1,1,4,10,0.0
2025-01-11,70.1375964468557,A_3,none,0,1,4,11,1.0
2025-01-12,69.5581814390828,A_3,none,0,1,4,12,2.0
2025-01-13,69.5581814390828,A_3,none,0,1,4,13,3.0
2025-01-14,69.4684167605637,A_3,small,1,1,4,14,0.0
2025-01-15,69.0762324749622,A_3,none,0,1,4,15,1.0
2025-01-16,68.1411228192773,A_3,none,0,1,4,16,2.0
2025-01-17,93.7868123837393,A_3,medium,1,1,4,17,0.0
2025-01-18,93.7868123837393,A_3,small,1,1,4,18,0.0
2025-01-19,93.7868123837393,A_3,none,0,1,4,19,1.0
2025-01-20,92.7604478667736,A_3,none,0,1,4,20,2.0
2025-01-21,90.7152594840121,A_3,none,0,1,4,21,3.0
2025-01-22,90.5741603180474,A_3,none,0,1,4,22,4.0
2025-01-23,89.4815066433315,A_3,small,1,1,4,23,0.0
2025-01-24,89.4554228760222,A_3,none,0,1,4,24,1.0
2025-01-25,89.8399901077887,A_3,none,0,1,4,25,2.0
2025-01-26,88.8983765558613,A_3,none,0,1,4,26,3.0
2025-01-27,88.0054793393689,A_3,none,0,1,4,27,4.0
2025-01-28,87.8763864260646,A_3,small,1,1,4,28,0.0
2025-01-29,86.3258801360959,A_3,none,0,1,4,29,1.0
2025-01-30,86.0624335484409,A_3,none,0,1,4,30,2.0
2025-01-31,86.654558230128,A_3,small,1,1,4,31,0.0
2025-02-01,86.654558230128,A_3,none,0,2,4,32,1.0
2025-02-02,86.654558230128,A_3,none,0,2,4,33,2.0
2025-02-03,86.654558230128,A_3,none,0,2,4,34,3.0
2025-02-04,84.8833514153689,A_3,none,0,2,4,35,4.0
2025-02-05,84.1246088805608,A_3,small,1,2,4,36,0.0
2025-02-06,83.4551270217313,A_3,none,0,2,4,37,1.0
2025-02-07,83.5738962913882,A_3,none,0,2,4,38,2.0
2025-02-08,81.958359771493,A_3,none,0,2,4,39,3.0
2025-02-09,81.35431369304,A_3,none,0,2,4,40,4.0
2025-02-10,80.5586092868539,A_3,small,1,2,4,41,0.0
2025-02-11,80.094284011771,A_3,none,0,2,4,42,1.0
2025-02-12,80.6570414269116,A_3,none,0,2,4,43,2.0
2025-02-13,79.4620964734788,A_3,none,0,2,4,44,3.0
2025-02-14,79.5521688358431,A_3,none,0,2,4,45,4.0
2025-02-15,77.5319959114527,A_3,small,1,2,4,46,0.0
2025-02-16,77.5291344096101,A_3,none,0,2,4,47,1.0
2025-02-17,77.2986028254342,A_3,none,0,2,4,48,2.0
2025-02-18,76.3359241466344,A_3,none,0,2,4,49,3.0
2025-02-19,77.3382272193645,A_3,none,0,2,4,50,4.0
2025-02-20,76.0658392820986,A_3,small,1,2,4,51,0.0
2025-02-21,75.8862921513539,A_3,none,0,2,4,52,1.0
2025-02-22,74.9708965044224,A_3,none,0,2,4,53,2.0
2025-02-23,75.1695156208326,A_3,small,1,2,4,54,0.0
2025-02-24,74.4905129387106,A_3,none,0,2,4,55,1.0
2025-02-25,73.5875781578234,A_3,none,0,2,4,56,2.0
